title,doi,altmetric_jid,issns1,issns2,journal,cohorts.com,cohorts.pub,cohorts.sci,context.all.count,context.all.mean,context.all.rank,context.all.pct,context.all.higher_than,context.journal.count,context.journal.mean,context.journal.rank,context.journal.pct,context.journal.higher_than,context.similar_age_3m.count,context.similar_age_3m.mean,context.similar_age_3m.rank,context.similar_age_3m.pct,context.similar_age_3m.higher_than,context.similar_age_journal_3m.count,context.similar_age_journal_3m.mean,context.similar_age_journal_3m.rank,context.similar_age_journal_3m.pct,context.similar_age_journal_3m.higher_than,authors1,authors2,authors3,authors4,authors5,authors6,authors7,authors8,authors9,authors10,authors11,authors12,authors13,authors14,authors15,authors16,authors17,type,altmetric_id,schema,is_oa,publisher_subjects.name1,publisher_subjects.name2,publisher_subjects.name3,publisher_subjects.scheme1,publisher_subjects.scheme2,publisher_subjects.scheme3,cited_by_posts_count,cited_by_tweeters_count,cited_by_fbwalls_count,cited_by_accounts_count,last_updated,score,history.1y,history.6m,history.3m,history.1m,history.1w,history.6d,history.5d,history.4d,history.3d,history.2d,history.1d,history.at,url,added_on,published_on,scopus_subjects1,scopus_subjects2,readers.citeulike,readers.mendeley,readers.connotea,readers_count,images.small,images.medium,images.large,details_url,issns,publisher_subjects.name,publisher_subjects.scheme,cited_by_feeds_count,scopus_subjects3,scopus_subjects4,scopus_subjects5,cited_by_msm_count,cohorts.doc,publisher_subjects.name4,publisher_subjects.name5,publisher_subjects.name6,publisher_subjects.name7,publisher_subjects.scheme4,publisher_subjects.scheme5,publisher_subjects.scheme6,publisher_subjects.scheme7,handles,handle,pmid,cited_by_wikipedia_count,authors,scopus_subjects,abstract,cited_by_rdts_count,subjects,authors18,authors19,authors20,authors21,authors22,authors23,authors24,publisher_subjects.name8,publisher_subjects.scheme8,cited_by_policies_count,scopus_subjects6,scopus_subjects7,scopus_subjects8,authors25,authors26,authors27,authors28,authors29,authors30,authors31,authors32,authors33,authors34,authors35,authors36,authors37,authors38,authors39,authors40,authors41,authors42,authors43,authors44,authors45,authors46,authors47,authors48,authors49,authors50,authors51,publisher_subjects.name9,publisher_subjects.name10,publisher_subjects.scheme9,publisher_subjects.scheme10,cited_by_peer_review_sites_count,cited_by_videos_count,cited_by_rh_count,authors52,authors53,authors54,authors55,authors56,authors57,authors58
Aridity drives coordinated trait shifts but not decreased trait variance across the geographic range of eight Australian trees,10.1101/2020.02.03.932715,532721422a83ee84788b4567,NA,NA,bioRxiv,1,8,5,17697618,9.4388781888011,3405041,80,14282276,120788,13.891568864457,52041,56,68509,336832,13.821380913927,84942,74,251562,6158,17.126143877883,2545,58,3603,Leander D.L. Anderegg,Xingwen Loy,Ian P Markham,Christina M Elmer,Jark J Hovenden,Janneke HilleRisLambers,Margaret M Mayfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,75017634,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,15,14,NA,14,1582147799,6.7,0,0,0,0,0,0,0,0,0,0,0,6.7,http://dx.doi.org/10.1101/2020.02.03.932715,1580853858,1580774400,NA,NA,0,4,0,4,https://badges.altmetric.com/?size=64&score=7&types=tttttttt,https://badges.altmetric.com/?size=100&score=7&types=tttttttt,https://badges.altmetric.com/?size=180&score=7&types=tttttttt,http://www.altmetric.com/details.php?citation_id=75017634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variation in Eucalyptus delegatensis post-fire recovery strategies: The Tasmanian subspecies is a resprouter whereas the mainland Australian subspecies is an obligate seeder,10.1016/j.foreco.2020.118292,4f6fa6043cf058f61000655a,NA,NA,Forest Ecology & Management,2,8,4,18687462,9.5368805845314,3235001,82,15444408,4356,6.1074940312213,710,83,3644,299701,19.577100450115,76850,74,222598,55,4.2727272727273,11,81,45,Dario Rodriguez-Cubillo,Lynda D. Prior,David M.J.S. Bowman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,84541631,1.5.4,FALSE,Agricultural And Veterinary Sciences,Environmental Sciences,Biological Sciences,era,era,era,14,14,NA,14,1593243288,7.45,0,0,0,0,0,0,0,0,0,0,0,7.45,http://dx.doi.org/10.1016/j.foreco.2020.118292,1592908997,1601510400,Physical Sciences,Environmental Science,0,22,0,22,https://badges.altmetric.com/?size=64&score=8&types=tttttttt,https://badges.altmetric.com/?size=100&score=8&types=tttttttt,https://badges.altmetric.com/?size=180&score=8&types=tttttttt,http://www.altmetric.com/details.php?citation_id=84541631,0378-1127,NA,NA,NA,Life Sciences,Agricultural and Biological Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rare or overlooked? The distribution of Hairy Jointgrass in north coast New South Wales, Australia, and implications for its conservation status",10.1016/j.jnc.2020.125792,4f6fa6053cf058f610006624,NA,NA,Journal for Nature Conservation,NA,1,NA,19508584,9.6860341484583,12892249,22,4469011,546,7.7235750915751,395,18,99,352980,13.939331667516,210461,31,110399,13,10.319230769231,11,15,2,Laura White,Claudia Catterall,Sean Tomlinson,Kathryn Taffs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,75074954,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,1,1,NA,1,1630272595,1,1,1,0,0,0,0,0,0,0,0,0,1,http://dx.doi.org/10.1016/j.jnc.2020.125792,1580926260,1585699200,Physical Sciences,Environmental Science,0,11,0,11,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,http://www.altmetric.com/details.php?citation_id=75074954,1617-1381,Multidisciplinary,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Functional adaptations and trait plasticity of urban trees along a climatic gradient,10.1016/j.ufug.2020.126771,4f6fa6063cf058f610006771,NA,NA,Urban Forestry & Urban Greening,NA,9,13,19463333,9.6774001778639,1241083,93,18221360,1015,10.00082955665,108,89,908,299918,19.710211277749,34436,88,265433,18,6.1866666666667,2,94,17,Manuel Esperon-Rodriguez,Paul D. Rymer,Sally A. Power,Anthea Challis,Renée M. Marchin,Mark G. Tjoelker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,85610407,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,27,22,NA,23,1599478657,20.95,0,0,0,0,0,0,0,0,0,0,0,20.95,http://dx.doi.org/10.1016/j.ufug.2020.126771,1594470036,1601510400,Physical Sciences,Environmental Science,0,47,0,47,https://badges.altmetric.com/?size=64&score=21&types=mttttttt,https://badges.altmetric.com/?size=100&score=21&types=mttttttt,https://badges.altmetric.com/?size=180&score=21&types=mttttttt,http://www.altmetric.com/details.php?citation_id=85610407,1618-8667,Forestry Sciences,era,NA,Life Sciences,Agricultural and Biological Sciences,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1959.7/uws:56535,1959.7/uws:56535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temperature response measurements from eucalypts give insight into the impact of Australian isoprene emissions on air quality in 2050,10.5194/acp-20-6193-2020,4f6fa6043cf058f6100064a8,NA,NA,Atmospheric Chemistry & Physics,1,4,4,19247212,9.655545759146,4597091,76,14633346,10738,5.017894021233,1877,82,8853,299536,20.404255829015,91118,69,207853,283,3.9945724381625,31,89,252,Kathryn M. Emmerson,Malcolm Possell,Michael J. Aspinwall,Sebastian Pfautsch,Mark G. Tjoelker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,82920432,1.5.4,FALSE,Atmospheric Sciences,Astronomical And Space Sciences,NA,era,era,NA,9,9,NA,9,1592896911,5.7,0,0,0,0,0,0,0,0,0,0,0,5.7,http://dx.doi.org/10.5194/acp-20-6193-2020,1590645564,1590624000,Physical Sciences,Earth and Planetary Sciences,0,10,0,10,https://badges.altmetric.com/?size=64&score=6&types=tttttttt,https://badges.altmetric.com/?size=100&score=6&types=tttttttt,https://badges.altmetric.com/?size=180&score=6&types=tttttttt,http://www.altmetric.com/details.php?citation_id=82920432,1680-7324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Range extensions for the hidden-ear frog (Cyclorana cryptotis) and Main’s frog (Cyclorana maini) in the Davenport Murchison Ranges bioregion, Northern Territory",10.7882/az.2020.026,4f6fa5493cf058f6100047b4,NA,NA,Australian Zoologist,NA,1,NA,19722829,9.6822219157347,13082278,22,4489194,175,6.3270285714286,138,13,23,365984,14.174498120136,209436,34,124980,6,10.858333333333,6,1,0,Matthew J. Clancy,Etienne L. Littlefair,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,116718016,1.5.4,FALSE,Zoology,Ecology,NA,era,era,NA,1,1,NA,1,1636711928,1,1,1,1,0,0,0,0,0,0,0,0,1,http://dx.doi.org/10.7882/az.2020.026,1636711942,1601424000,Life Sciences,Agricultural and Biological Sciences,0,0,0,0,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,http://www.altmetric.com/details.php?citation_id=116718016,0067-2238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecological niche modeling predicting the potential invasion of the non-native millipede Oxidus gracilis (C. L. Koch, 1847) (Polydesmida: Paradoxosomatidae) in Brazilian Atlantic Forest",10.1080/00379271.2020.1834873,5386f7942a83ee365a8b4599,0037-9271,2168-6351,Annales de la Société Entomologique de France,1,2,NA,19629044,9.6940789772569,11361063,40,8015070,223,4.1874618834081,138,36,82,465798,15.17911013787,220392,50,236731,4,4.3775,3,50,2,Luiz F.M. Iniesta,Rodrigo S. Bouzan,Patricia E.S. Rodrigues,Thais M. Almeida,Ricardo Ott,Antonio D. Brescovit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,94488606,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,3,3,NA,3,1607427950,2,0,0,0,0,0,0,0,0,0,0,0,2,http://dx.doi.org/10.1080/00379271.2020.1834873,1605646544,1605484800,NA,NA,0,3,0,3,https://badges.altmetric.com/?size=64&score=2&types=tttttttt,https://badges.altmetric.com/?size=100&score=2&types=tttttttt,https://badges.altmetric.com/?size=180&score=2&types=tttttttt,http://www.altmetric.com/details.php?citation_id=94488606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Explainable artificial intelligence enhances the ecological interpretability of black‐box species distribution models,10.1111/ecog.05360,4f6fa4eb3cf058f61000275b,0906-7590,1600-0587,Ecography,1,28,18,19788890,9.6909675622119,1038106,94,18750182,1919,17.881045336113,357,81,1561,477771,15.04232326784,38469,91,439276,27,22.382666666667,9,66,18,Masahiro Ryo,Boyan Angelov,Stefano Mammola,Jamie M. Kass,Blas M. Benito,Florian Hartig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,94515672,1.5.4,FALSE,Ecological Applications,Environmental Science And Management,Ecology,era,era,era,63,47,1,48,1626203598,26.05,12,0.5,0,0,0,0,0,0,0,0,0,26.05,http://dx.doi.org/10.1111/ecog.05360,1605690901,1605571200,Life Sciences,Agricultural and Biological Sciences,0,76,0,76,https://badges.altmetric.com/?size=64&score=27&types=tttttttf,https://badges.altmetric.com/?size=100&score=27&types=tttttttf,https://badges.altmetric.com/?size=180&score=27&types=tttttttf,http://www.altmetric.com/details.php?citation_id=94515672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A modelled global distribution of the kelp biome,10.1016/j.biocon.2020.108815,4f6fa4e93cf058f6100023d5,NA,NA,Biological Conservation,NA,18,13,19437566,9.6729061338304,1374816,92,18061372,5627,21.471898347254,1219,78,4409,458206,15.328761098718,49771,89,408403,112,33.097446428572,46,59,67,Dinusha R.M. Jayathilake,Mark John Costello,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,94457129,1.5.4,FALSE,Environmental Sciences,Biological Sciences,Agricultural And Veterinary Sciences,era,era,era,32,31,NA,31,1621379424,18.55,6.65,0,0,0,0,0,0,0,0,0,0,18.55,http://dx.doi.org/10.1016/j.biocon.2020.108815,1605612310,1606780800,Physical Sciences,Environmental Science,0,58,0,58,https://badges.altmetric.com/?size=64&score=19&types=tttttttt,https://badges.altmetric.com/?size=100&score=19&types=tttttttt,https://badges.altmetric.com/?size=180&score=19&types=tttttttt,http://www.altmetric.com/details.php?citation_id=94457129,0006-3207,NA,NA,NA,Life Sciences,Agricultural and Biological Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ecological niche modeling reveals manta ray distribution and conservation priority areas in the Western Central Atlantic,10.1111/acv.12663,4f6fa51a3cf058f6100038c3,1367-9430,1469-1795,Animal Conservation,3,17,8,19743093,9.6855392403844,1557844,92,18184835,1128,16.378218085106,271,76,858,475566,14.992110869994,56505,88,419057,13,29.524615384615,8,46,6,F. Garzon,R. T. Graham,M. J. Witt,L. A. Hawkes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,95218668,1.5.4,FALSE,Environmental Sciences,Biological Sciences,NA,era,era,NA,34,28,1,29,1624892469,16.45,1.25,0.5,0,0,0,0,0,0,0,0,0,16.45,http://dx.doi.org/10.1111/acv.12663,1606796744,1606608000,Physical Sciences,Environmental Science,0,31,0,31,https://badges.altmetric.com/?size=64&score=17&types=tttttttf,https://badges.altmetric.com/?size=100&score=17&types=tttttttf,https://badges.altmetric.com/?size=180&score=17&types=tttttttf,http://www.altmetric.com/details.php?citation_id=95218668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New physaloid fruit‐fossil species from early Eocene South America,10.1002/ajb2.1565,4f6fa4e83cf058f6100021ee,0002-9122,1537-2197,American Journal of Botany,3,52,20,18686062,9.5359252455639,575371,96,18111059,3711,6.6928073295608,65,98,3646,437546,15.390664277584,22182,94,415442,49,21.266653061224,5,89,44,Rocío Deanna,Peter Wilf,Maria A. Gandolfo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,95085272,1.5.4,FALSE,Plant Biology,Evolutionary Biology,Ecology,era,era,era,91,75,NA,76,1611073670,47.55,47.55,0,0,0,0,0,0,0,0,0,0,47.55,http://dx.doi.org/10.1002/ajb2.1565,1606592714,1606521600,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0,11,0,11,https://badges.altmetric.com/?size=64&score=48&types=tttttttw,https://badges.altmetric.com/?size=100&score=48&types=tttttttw,https://badges.altmetric.com/?size=180&score=48&types=tttttttw,http://www.altmetric.com/details.php?citation_id=95085272,NA,NA,NA,NA,Agricultural and Biological Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33247843,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryophytes are predicted to lag behind future climate change despite their high dispersal capacities,10.1038/s41467-020-19410-8,4f6fa62f3cf058f610008259,NA,NA,Nature Communications,NA,23,14,19512142,9.6873430622937,874139,95,18638902,38805,53.635037752867,13596,64,25206,390573,17.203239471237,31231,92,359346,6076,64.132175115207,2348,61,3727,F. Zanatta,R. Engler,F. Collart,O. Broennimann,R. G. Mateo,B. Papp,J. Muñoz,D. Baurain,A. Guisan,A. Vanderpoorten,NA,NA,NA,NA,NA,NA,NA,article,93942522,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,43,38,1,40,1637485423,31.43,14.58,13.33,12.83,12.83,0,0,0,0,0,0,0,31.43,http://dx.doi.org/10.1038/s41467-020-19410-8,1604912418,1604534400,NA,NA,0,54,0,54,https://badges.altmetric.com/?size=64&score=32&types=bttttttf,https://badges.altmetric.com/?size=100&score=32&types=bttttttf,https://badges.altmetric.com/?size=180&score=32&types=bttttttf,http://www.altmetric.com/details.php?citation_id=93942522,2041-1723,Multidisciplinary,era,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2268/252327,2268/252327,33154374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deep learning in deep time,10.1073/pnas.2020870117,4f6fa5133cf058f6100033a0,0027-8424,1091-6490,Proceedings of the National Academy of Sciences of the United States of America,NA,8,11,18752310,9.5608846579441,2105993,88,16648372,91669,32.447395302665,26396,71,65261,386513,16.912373482909,69228,82,317127,1049,90.147151572927,641,38,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,94040531,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,20,19,NA,19,1611689329,11.4,11.4,0,0,0,0,0,0,0,0,0,0,11.4,http://dx.doi.org/10.1073/pnas.2020870117,1605041098,1604880000,NA,NA,0,23,0,23,https://badges.altmetric.com/?size=64&score=12&types=tttttttt,https://badges.altmetric.com/?size=100&score=12&types=tttttttt,https://badges.altmetric.com/?size=180&score=12&types=tttttttt,http://www.altmetric.com/details.php?citation_id=94040531,NA,Multidisciplinary,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33168754,NA,Alexander E. White,General,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Projected Rapid Habitat Expansion of Tropical Seagrass Species in the Mediterranean Sea as Climate Change Progresses,10.3389/fpls.2020.555376,52f8bc933cf058d4628b456f,NA,NA,Frontiers in Plant Science,1,4,NA,18244737,9.545008324209,9872888,45,8320853,13248,4.1000640096619,3867,69,9256,428472,15.452768274239,187653,55,238539,144,9.6598472222222,83,43,62,Pedro Beca-Carretero,Mirta Teichberg,Gidon Winters,Gabriele Procaccini,Hauke Reuter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,95138545,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,5,5,NA,5,1610983632,2.6,2.6,0,0,0,0,0,0,0,0,0,0,2.6,http://dx.doi.org/10.3389/fpls.2020.555376,1606689731,1605484800,NA,NA,0,17,0,17,https://badges.altmetric.com/?size=64&score=3&types=tttttttt,https://badges.altmetric.com/?size=100&score=3&types=tttttttt,https://badges.altmetric.com/?size=180&score=3&types=tttttttt,http://www.altmetric.com/details.php?citation_id=95138545,1664-462X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33304358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Improving biological relevance of model projections in response to climate change by considering dispersal amongst lineages in an amphibian,10.1111/jbi.14019,4f6fa4ef3cf058f610002cc5,0305-0270,1365-2699,Journal of Biogeography,1,5,4,19298685,9.6589574479352,5151219,73,14125446,2738,9.8295208181154,1218,55,1512,462150,15.126772156225,148760,67,312470,54,14.284037037037,41,25,14,Igor Boyer,Hugo Cayuela,Romain Bertrand,Francis Isselin‐Nondedeu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,94785527,1.5.4,FALSE,Earth Sciences,Environmental Sciences,Biological Sciences,era,era,era,10,10,NA,10,1620034931,4.6,4.6,0,0,0,0,0,0,0,0,0,0,4.6,http://dx.doi.org/10.1111/jbi.14019,1606122643,1606003200,Physical Sciences,Environmental Science,0,25,0,25,https://badges.altmetric.com/?size=64&score=5&types=tttttttt,https://badges.altmetric.com/?size=100&score=5&types=tttttttt,https://badges.altmetric.com/?size=180&score=5&types=tttttttt,http://www.altmetric.com/details.php?citation_id=94785527,NA,NA,NA,NA,Life Sciences,Agricultural and Biological Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bioclimatic Modelling Identifies Suitable Habitat for the Establishment of the Invasive European Paper Wasp (Hymenoptera: Vespidae) across the Southern Hemisphere,10.3390/insects11110784,56c1ef652a83ee09648b4f0b,NA,NA,Insects,1,2,NA,18209496,9.5346790823827,10570999,41,7467594,1817,4.0684303797468,717,59,1081,385099,16.734022773364,195475,47,183841,42,4.1452380952381,25,40,17,Matthew W. F. Howse,John Haywood,Philip J. Lester,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,94083196,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,4,3,1,4,1610544540,1.85,1.85,0,0,0,0,0,0,0,0,0,0,1.85,http://dx.doi.org/10.3390/insects11110784,1605090210,1605052800,NA,NA,0,6,0,6,https://badges.altmetric.com/?size=64&score=2&types=ttttttff,https://badges.altmetric.com/?size=100&score=2&types=ttttttff,https://badges.altmetric.com/?size=180&score=2&types=ttttttff,http://www.altmetric.com/details.php?citation_id=94083196,2075-4450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33187210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
