Key,Item.Type,Publication.Year,Author,Title,Publication.Title,ISBN,ISSN,DOI,Url,Abstract.Note,Date,Date.Added,Date.Modified,Access.Date,Pages,Num.Pages,Issue,Volume,Number.Of.Volumes,Journal.Abbreviation,Short.Title,Series,Series.Number,Series.Text,Series.Title,Publisher,Place,Language,Rights,Type,Archive,Archive.Location,Library.Catalog,Call.Number,Extra,Notes,File.Attachments,Link.Attachments,Manual.Tags
SJEPIKT4,report,2013,"Reside, A. E.; VanDerWal, J.; Phillips, B. L.; Shoo, L. P.; Rosauer, D. F.; Anderson, B. A.; Welbergen, J.; Moritz, C.; Ferrier, S.; GHarwood, T. D.; Williams, K. J.; Mackey, B.; Hugh, S.",Climate change refugia for terrestrial biodiversity: Defining areas that promote species persistence and ecosystem resilience in the face of global climate change,,,,,https://www.nccarf.edu.au/publications/climate-change-refugia-terrestrial-biodiversity,,2013,28/2/2018 6:07,22/3/2023 4:30,,216,,,,NA,,,,NA,NA,,National Climate Change Adaptation Research Facility,"Gold Coast, Australia",not specified,,,,,GS 2013,,-,NA,C:\Users\KEL329\Zotero\storage\DAXSEUSP\Reside_2013_Climate_change_refugia_for_terrest.pdf,,1 - ALA used; Species occurrence records
C8IA9KT4,report,2016,"Quinlan, K.; Pinder, A.; Lewis, L.",Aquatic Fauna Survey at Mandora Marsh (Walyarta) in September 2015,,,,,https://www.researchgate.net/publication/311307449,,2016,28/2/2018 6:07,20/2/2021 2:49,,,,,,NA,,,,NA,NA,,WA Department of Parks and Wildlife,,not specified,,,,,GS 2016,,-,NA,C:\Users\KEL329\Zotero\storage\T7CL3TYJ\2016QuinlanetalFinalReportWalyarta-AquaticFaun.pdf,,2 - ALA cited
AHV9R4AD,report,2015,"Prober, S.M.; Williams, K.J.; Harwood, T.D.; Doerr, V.A.J.; Manion, G.; Ferrier, S.",Helping Biodiversity Adapt: Supporting climate-adaptation planning using a community-level modelling approach,,,,,https://publications.csiro.au/rpr/pub?pid=csiro:EP159009,,2015,28/2/2018 5:37,20/2/2021 2:47,,,,,,NA,,,,NA,NA,,CSIRO Land and Water Flagship,"Canberra, ACT, Australia",not specified,,,,,GS 2015,,-,NA,C:\Users\KEL329\Zotero\storage\MZ3XJSUI\Prober et al. - 2015 - Helping Biodiversity Adapt Supporting climate-ada.pdf,,1 - ALA used; Species occurrence records
X8U8A5UQ,report,2018,"Pegg, G.; Carnegie, A.; Giblin, F.; Perry, S.",Managing myrtle rust in Australia - Final Report,,,,,http://www.pbcrc.com.au/sites/default/files/managedfiles/2063%20Final%20Report%20CRC%202063%20Pegg%20etal%202017.pdf,,2018,17/4/2018 0:25,20/2/2021 2:47,,138,,,,NA,,,,NA,NA,,Plant Biosecurity Cooperative Research Centre,,not specified,,,,,GS 2018,,-,NA,C:\Users\KEL329\Zotero\storage\4SSL9RFS\2063 Final Report CRC 2063 Pegg etal 2017.pdf,,1 - ALA used; Survey Planning
7YEZNHUZ,report,2015,"Kujala, H.; Whitehead, A.L.; Wintle, B.A.",Identifying conservation priorities and assessing impacts and trade-offs of potential future development in the Lower Hunter Valley in New South Wales,,,,,https://www.environment.gov.au/system/files/pages/25570c73-a276-4efb-82f4-16f802320e62/files/identifying-conservation-priorities.pdf,,2015,28/2/2018 5:37,22/3/2023 4:34,,,,,,NA,,,,NA,NA,,The University of Melbourne,"Melbourne, Australia",not specified,,,,,GS 2015,,-,NA,C:\Users\KEL329\Zotero\storage\XJ6WKK6Z\Kujala et al. - 2015 - Identifying conservation priorities and assessing .pdf,,1 - ALA used; Species occurrence records
9WW7SNLQ,report,2014,"Harewood, G.",Fauna Assessment - Yalyalup Project Area,,,,,http://www.epa.wa.gov.au/sites/default/files/Referral_Documentation/DMS-YMSP-Supporting%20Doc-Part%206.pdf,,2014,28/2/2018 6:04,22/3/2023 4:35,,,,,,NA,,,,NA,NA,,epa.wa.gov.au,Australia,not specified,,,,,GS 2014,,-,NA,C:\Users\KEL329\Zotero\storage\UXTFD8DU\Harewood - 2014 - Fauna Assessment - Yalyalup Project Area.pdf,,1 - ALA used; Species lists
MV4BT3RI,report,2014,Eyre TJ; Ferguson DJ; Hourigan CL,Terrestrial vertebrate fauna survey assessment guidelines for Queensland. Department of Science,,,,,https://www.qld.gov.au/environment/assets/documents/plants-animals/biodiversity/fauna-survey-guidelines.pdf,,2014,28/2/2018 5:36,22/3/2023 4:38,,,,,,NA,,,,NA,NA,,Queensland Herbarium,"Brisbane, Australia",not specified,,,,,GS 2014,,-,NA,C:\Users\KEL329\Zotero\storage\E8XJ6EY7\TJ Eyre et al. - 2014 - Terrestrial vertebrate fauna survey assessment gui.pdf,,5 - ALA mentioned
ULX46XUX,report,2019,"Dale, S; Buchanski, N; Patterson, N",Australia Pacific LNG - Preliminary documentation for the Alfredson Development,,,,,,"In 2009, the Australia Pacific LNG Pty Limited (Australia Pacific LNG) Project was referred to the Department of Energy and Environment (DoEE) pursuant to the Environmental Protection and Biodiversity Conservation Act 1999 (EPBC Act) (EPBC2009/4974) and was subsequently determined to be a controlled action for which an Environmental Impact Statement (EIS) was required under the State Development and Public Works Organisation Act 1971. The Australia Pacific LNG Project was approved in 2011, and authorised the development of 10,000 wells in the Surat Basin to provide coal seam gas (CSG) to the Australia Pacific LNG liquified natural gas (LNG) plant at Gladstone for export. The Australia Pacific LNG Project includes the Condabri Development Area which is comprised of current petroleum leases (PLs) 267, PL265, PL266 and the northern part of PL1011. Further development is now proposed on the southern part of PL1011, which lies outside of the previously authorised Australia Pacific LNG Project area. The southern part of PL1011, known of the Alfredson Block (the Project), is the subject of this assessment.",2019,15/4/2019 0:06,22/3/2023 4:41,,98,,,,NA,,,,NA,NA,,,Australia,English,,,,,GS 2019,,-,NA,C:\Users\KEL329\Zotero\storage\LXR2SJSK\Dale et al. - Uncontrolled when printed unless issued and stampe.pdf,,1 - ALA used; Species occurrence records
XM4ZGV4V,report,2015,"Cook, B.A.; Ford, B.M; van Helden, B.E.; Beatty, S.J.; Ogston, G.; Close, P.G.",Development and application of a framework for assessing the vulnerability of aquatic species to multiple threats,,,,,https://terranova.org.au/repository/southern-and-southwestern-flatlands-nrm-collection/development-and-application-of-a-framework-for-assessing-the-vulnerability-of-aquatic-species-to-multiple-threats,,2015,28/2/2018 5:36,22/3/2023 4:45,,,,,,NA,,,,NA,NA,,"Centre of Excellence in Natural Resource Management, University of Western Australia","Perth, Australia",not specified,,,,,GS 2015,,-,NA,C:\Users\KEL329\Zotero\storage\Z4ZBTSGE\Cook et al. - 2015 - Development and application of a framework for ass.pdf,,1 - ALA used; Species occurrence records
KJ6Z2JRH,bookSection,2018,"Roberts, J.D.",Conservation of Frogs in South-western Australia,"Status of Conservation and Decline of Amphibians: Australia, New Zealand, and Pacific Islands",978-1-4863-0839-2,,,https://www.publish.csiro.au/book/7783/,"Amphibians are among the most threatened groups of animals on earth. In part due to their highly permeable skin, amphibians are highly sensitive to environmental changes and pollution and provide an early-warning system of deteriorating environmental conditions. The more we learn about the impact of environmental changes on amphibians, the better we as humans will be able to arrest their demise, and our own. Status of Conservation and Decline of Amphibians brings together the current knowledge on the status of the unique frogs of Australia, New Zealand, and the Pacific. Although geographically proximate, each region presents unique challenges and opportunities in amphibian research and conservation. This book contributes to an understanding of the current conservation status of the amphibians of each region, aims to stimulate research into halting amphibian declines, and provides a better foundation for making conservation decisions. It is an invaluable reference for environmental and governmental agencies, researchers, policy-makers involved with biodiversity conservation, and the interested public.",2018,13/8/2018 0:40,20/2/2021 1:39,,73-90,,,,NA,,,,NA,NA,,CSIRO Publishing,,English,,,,,GS 2018,,-,NA,C:\Users\KEL329\Zotero\storage\XXZKNUHP\Roberts - 2018 - Conservation of Frogs in South-western Australia.pdf,,1 - ALA used; Species occurrence records
7FFG7VUE,bookSection,2018,"Roberts, J.D.",Conservation of Frogs in Australia: State and Federal Laws,"Status of Conservation and Decline of Amphibians: Australia, New Zealand, and Pacific Islands",978-1-4863-0839-2,,,https://www.publish.csiro.au/book/7783/,"Amphibians are among the most threatened groups of animals on earth. In part due to their highly permeable skin, amphibians are highly sensitive to environmental changes and pollution and provide an early-warning system of deteriorating environmental conditions. The more we learn about the impact of environmental changes on amphibians, the better we as humans will be able to arrest their demise, and our own. Status of Conservation and Decline of Amphibians brings together the current knowledge on the status of the unique frogs of Australia, New Zealand, and the Pacific. Although geographically proximate, each region presents unique challenges and opportunities in amphibian research and conservation. This book contributes to an understanding of the current conservation status of the amphibians of each region, aims to stimulate research into halting amphibian declines, and provides a better foundation for making conservation decisions. It is an invaluable reference for environmental and governmental agencies, researchers, policy-makers involved with biodiversity conservation, and the interested public.",2018,13/8/2018 0:41,20/2/2021 1:36,,141-152,,,,NA,,,,NA,NA,,CSIRO Publishing,,English,,,,,GS 2018,,-,NA,C:\Users\KEL329\Zotero\storage\6T3M2WHN\Roberts - 2018 - Conservation of Frogs in Australia State and Fede.pdf,,1 - ALA used; Species occurrence records
BPC2ZJWN,thesis,2016,"Moore, Talia Yuki",An Integrative Investigation of Convergent Bipedal Locomotion in Desert Rodents,,,,,https://search.proquest.com/docview/1931831306?accountid=26957,"Bipedalism is commonly assumed to be an adaptive convergence because it has evolved independently three times in small desert rodents. However, the functional benefits of bipedality in this ecosystem have long been unclear. In this thesis I integrate phylogenetics, functional morphology, biomechanics, information theory, and behavior to investigate whether and how bipedality increases fitness in desert ecosystems, and whether bipedal rodents convergently evolved to have the role in their respective ecosystems.   Based on the diversity of extant dipodid rodents, I begin by statistically reconstructing the pattern of morphological evolution in jerboas. I find that the strongest indicator of bipedality is metatarsal to humerus length, and that changes in this ratio are associated with increased rates of speciation, supporting a punctuated equilibrium pattern of evolution in this clade. Furthermore, the distinct patterns of morphological evolution suggest that a complex suite of genetic and developmental mechanisms governs the acquisition of bipedality in jerboas.   I then use an inverse dynamics approach to characterize the biomechanics of bipedal hopping in a derived jerboa. I find that the dynamics of jerboa hopping are generated predominantly by muscular contractions, rather than tendon-based elastic energy storage and return between strides. Therefore hopping in small rodents favors rapid production and absorption of forces, rather than sustained bouts of steady-state locomotion.   By reviewing predator-prey studies in biomechanics, ecology, and evolution I hypothesize that ricochetal locomotion enhances the ability of small rodents to evade predators that hunt via ballistic interception. I then develop Information Theoretic techniques to measure the unpredictability of escape trajectories in sympatric bipedal and quadrupedal rodents. As expected, bipedal rodents use significantly more unpredictable escape trajectories, likely enhancing predator evasion ability and enabling foraging in exposed areas with higher predation risk. I then found that bipedal rodents exhibit a stronger preference for exploring open spaces, matching previously established foraging patterns. These findings suggest that the evolution of bipedality enables spatial resource partitioning to limit interspecific competition in desert rodents.   Based on the functional studies in my thesis, I evaluate ecological models to predict the occurrence of convergent bipedal rodents in Myomorpha. I show that diet specialization and aridity are insufficient to predict the locomotor morphology of these rodents and develop novel hypotheses for the convergent evolution of bipedalism in desert rodents.   My thesis investigates the functional consequences of morphological evolution in the context of evolutionary ecology. By considering the interconnectedness of ecology, behavior, and evolution, studies in biomechanics can be designed to inform each of these fields. This interdisciplinary approach is necessary to study the adaptive nature of behavioral traits that are governed by myriad genetic, developmental, and environmental factors.",2016,21/1/2020 3:22,20/2/2021 0:00,,,195,,,NA,,,,NA,NA,,Harvard University,Ann Arbor,English,,Ph.D.,,1931831306,ProQuest,,-,NA,C:\Users\KEL329\Zotero\storage\NZNHFBXW\Moore - 2016 - An Integrative Investigation of Convergent Bipedal.pdf,,1 - ALA used; Species occurrence records
